Sr.no,imdb_id,original_title,actors,is_adult,year_of_release,runtime,genres,review
3032,tt0080322,Aakrosh,"Naseeruddin Shah,Smita Patil,Amrish Puri,Om Puri,Mahesh Elkunchwar,Bhagyasri Kotnis,Arvind Deshpande,Mohan Agashe,Vinay Apte,Vihang Nayak,Achyut Potdar,Madhukar Nayak,",Not Adult,1980,Regular Movie,"Crime,Drama,Music",2
3033,tt0079749,Alibaba Aur 40 Chor,"Dharmendra,Hema Malini,Zeenat Aman,Prem Chopra,Zakir Mukhamedzhanov,Sofiko Chiaureli,Madan Puri,Yakub Akhmedov,Rolan Bykov,Khodzha Durdy Narliyev,Mher Mkrtchyan,Khamza Umarov,Dzhavlon Khamrayev,Elena Sanaeva,",Not Adult,1980,Regular Movie,"Action,Adventure,Family",4
3034,tt0081453,Satah Se Uthata Aadmi,"Bharat Gopy,Vibhuti Jha,Satyen Kumar,",Not Adult,1980,Regular Movie,Drama,4
3035,tt0157320,Apne Paraye,"Shabana Azmi,Amol Palekar,Girish Karnad,Utpal Dutt,Ashalata Wabgaonkar,Bharti Achrekar,Manisha,Manik Dutt,R.S. Chopra,Gopi Sapru,Zarina,Amol Sen,Master Rajesh,Master Vikas,",Not Adult,1980,Regular Movie,"Comedy,Drama,Family",4
3036,tt0230028,Be-Reham,"Sanjeev Kumar,Mala Sinha,Shatrughan Sinha,Reena Roy,",Not Adult,1980,Regular Movie,"Action,Crime,Thriller",4
3037,tt0154201,Bandish,"Rajesh Khanna,Hema Malini,Danny Denzongpa,Tanuja,Om Prakash,Asrani,Jeevan,Om Shivpuri,Madan Puri,Bindiya Goswami,Nalini Jaywant,Manorama,Preeti Ganguli,Mohan Choti,",Not Adult,1980,Long Movie,"Action,Crime,Drama",4
3038,tt0157418,Bombay 405 Miles,"Zeenat Aman,Vinod Khanna,Shatrughan Sinha,Amjad Khan,Pran,Deven Verma,",Not Adult,1980,Long Movie,"Action,Comedy",4
3039,tt0370392,Chambal Ki Kasam,"Pradeep Kumar,Raaj Kumar,Shatrughan Sinha,Moushumi Chatterjee,Farida Jalal,Usha Kiran,Amjad Khan,Master Bhagwan,Ranjeet,Nirupa Roy,Tiwari,Jagdish Raj,Nasir Hussain,Mohan Sherry,",Not Adult,1980,Regular Movie,"Action,Crime",4
3040,tt0237098,Choron Ki Baaraat,"Shatrughan Sinha,Neetu Singh,Ajit,Danny Denzongpa,Jeevan,Ranjeet,Jagdeep,Prema Narayan,Heena Kausar,",Not Adult,1980,Regular Movie,Action,4
3041,tt0359076,Chunaoti,"Feroz Khan,Neetu Singh,Danny Denzongpa,Padma Khanna,Satyendra Kapoor,Kumud Chuggani,Paidi Jairaj,Mumtaz Begum,Mohan Choti,Kamal Kapoor,Anjana Mumtaz,Asha Potdar,Sujata Bakshi,Maruti,",Not Adult,1980,Regular Movie,"Action,Thriller",4
3042,tt0379246,Dhan Daulat,"Rishi Kapoor,Neetu Singh,Pran,Mala Sinha,",Not Adult,1980,Regular Movie,Drama,4
3043,tt0080638,Do Aur Do Paanch,"Shashi Kapoor,Amitabh Bachchan,Hema Malini,Parveen Babi,Shreeram Lagoo,Sajjan,Master Bittoo,Lalita Pawar,Aarti,Om Prakash,Jagdeep,Ram P. Sethi,Jagdish Raj,Mohan Sherry,",Not Adult,1980,Regular Movie,"Action,Comedy,Drama",4
3044,tt0231475,Do Premee,"Rishi Kapoor,Moushumi Chatterjee,Om Prakash,I.S. Johar,Deven Verma,Geeta Behl,Roopesh Kumar,Gautam Sarin,Master Bhagwan,Aruna Irani,K.N. Singh,Trilok Kapoor,C.S. Dubey,Nawab,",Not Adult,1980,Regular Movie,"Action,Thriller",4
3045,tt0080653,Dostana,"Amitabh Bachchan,Shatrughan Sinha,Zeenat Aman,Prem Chopra,Amrish Puri,Helen,Pran,Gajanan Jagirdar,Sajjan,Iftekhar,K.N. Singh,Trilok Kapoor,Abhimanyu Sharma,Col. Kapoor,",Not Adult,1980,Long Movie,"Action,Crime,Drama",4
3046,tt0340091,Ek Baar Kaho,"Navin Nischol,Shabana Azmi,Dilip Dhawan,Kiran Vairale,Anil Kapoor,Madan Puri,Rajendra Nath,Suresh Oberoi,",Not Adult,1980,Regular Movie,"Drama,Family,Romance",4
3047,tt0259322,Gehrayee,"Shreeram Lagoo,Anant Nag,Indrani Mukherjee,Padmini Kolhapure,Rita Bhaduri,Amrish Puri,Sudhir Dalvi,Suhas Bhalekar,Shubha Joshi,Satyendran,Satyakumar Patil,Somu,Rao,Shetty,",Not Adult,1980,Regular Movie,"Drama,Horror",4
3048,tt0432866,Garam Khoon,"Ajit,Bindu,Brahmachari,Dhumal,Rajan Haksar,Helen,Nasir Hussain,Satish Kaul,Imtiaz Khan,Vinod Khanna,Sulochana Latkar,Keshto Mukherjee,Sulakshana Pandit,Harbans Papey,",Not Adult,1980,Regular Movie,Action,4
3049,tt0260060,Guest House,"Prem Krishan,Padmini Kapila,",Not Adult,1980,Regular Movie,Horror,4
3050,tt0080901,Hum Paanch,"Sanjeev Kumar,Shabana Azmi,Mithun Chakraborty,Deepti Naval,Naseeruddin Shah,Raj Babbar,Uday Chandra,Gulshan Grover,Amrish Puri,Aruna Irani,Roopesh Kumar,Gita Siddharth,A.K. Hangal,Kanhaiyalal Chaturvedi,",Not Adult,1980,Long Movie,"Action,Drama",4
3051,tt0230357,Jal Mahal,"Jeetendra,Rekha,Deven Verma,Rajesh Behl,Pran,Manmohan Krishna,Jagdeep,Chand Usmani,Jayshree T.,Sunder,Rana,Jankidas,Brahm Bhardwaj,Manmauji,",Not Adult,1980,Regular Movie,Fantasy,4
3052,tt0080926,Insaf Ka Tarazu,"Zeenat Aman,Raj Babbar,Deepak Parashar,Padmini Kolhapure,Shreeram Lagoo,Iftekhar,Simi Garewal,Jagdish Raj,Vijay Sharma,Sunil Dhawan,Prem Sagar,Om Shivpuri,Sudha Shivpuri,Sujit Kumar,",Not Adult,1980,Regular Movie,"Crime,Drama",4
3053,tt0956298,Jazbaat,"Raj Babbar,Savita Bajaj,Master Bhagwan,Shail Chaturvedi,Dinesh Hingoo,T.P. Jain,Paidi Jairaj,Jankidas,Viju Khote,Leela Mishra,Moolchand,Rajendra Nath,Shashi Puri,Subbiraj,",Not Adult,1980,Regular Movie,Drama,5
3054,tt0260112,Judaai,"Ashok Kumar,Jeetendra,Rekha,Sachin,Arun Govil,A.K. Hangal,Asit Kumar Sen,Madhukar,Deven Verma,Madan Puri,Asha Sachdev,Shoma Anand,Tamanna,Helena Luke,",Not Adult,1980,Regular Movie,"Drama,Family",4
3055,tt0239514,Jwalamukhi,"Waheeda Rehman,Shatrughan Sinha,Reena Roy,Vinod Mehra,Shabana Azmi,Kader Khan,Pran,Bindu,Shreeram Lagoo,Ram P. Sethi,Shivraj,Yunus Parvez,Asha Chandra,Mumtaz Begum,",Not Adult,1980,Long Movie,"Action,Drama,Family",4
3056,tt0214841,Karz,"Rishi Kapoor,Tina Ambani,Simi Garewal,Raj Kiran,Prem Nath,Pran,Durga Khote,Abha Dhulia,Jalal Agha,Pinchoo Kapoor,Iftekhar,Birbal,Viju Khote,Mac Mohan,",Not Adult,1980,Long Movie,"Action,Musical,Romance",3
3057,tt0357826,Kali Ghata,"Shashi Kapoor,Rekha,Danny Denzongpa,Aruna Irani,Lalita Pawar,A.K. Hangal,Jagdeep,",Not Adult,1980,Regular Movie,"Mystery,Romance,Thriller",4
3058,tt0262534,Jyoti Bane Jwala,"Jeetendra,Vinod Mehra,Ashok Kumar,Waheeda Rehman,Moushumi Chatterjee,Sarika,Kader Khan,Iftekhar,Satyendra Kapoor,Paidi Jairaj,Pandharibai,",Not Adult,1980,Long Movie,"Action,Drama,Family",4
3059,tt0154730,Khanjar,"Navin Nischol,Reena Roy,Amjad Khan,",Not Adult,1980,Regular Movie,Thriller,4
3060,tt0244585,Khubsoorat,"Ashok Kumar,Rekha,Rakesh Roshan,Shashikala,Aradhana,Dina Pathak,David Abraham,S.N. Banerjee,Keshto Mukherjee,Amarnath,Vijay Sharma,Ranjit Chowdhry,Anand,Baby Komal,",Not Adult,1980,Regular Movie,"Comedy,Drama,Family",1
3061,tt0368068,Neeyat,"Shashi Kapoor,Jeetendra,Rekha,Rakesh Roshan,Ranjeet,Bindu,Shreeram Lagoo,Gita Siddharth,Deven Verma,A.K. Hangal,Anoop Kumar,",Not Adult,1980,Regular Movie,"Drama,Family",4
3062,tt0154788,Lootmaar,"Dev Anand,Tina Ambani,Mehmood,Nirupa Roy,Amjad Khan,Prem Chopra,Kader Khan,Ranjeet,Shakti Kapoor,Simple Kapadia,Shreeram Lagoo,Om Shivpuri,Sudhir Dalvi,Kalpana Iyer,",Not Adult,1980,Regular Movie,"Action,Thriller",4
3063,tt0157965,Man Pasand,"Dev Anand,Tina Ambani,Girish Karnad,Mehmood,Simple Kapadia,Leela Mishra,Tarun Ghosh,Piloo J. Wadia,Birbal,Raj Kishore,Aroop Kumar Ganguly,Sunder,Taneja,S. Chopra,",Not Adult,1980,Regular Movie,"Comedy,Drama",4
3064,tt0257965,Nishana,"Asrani,Prem Chopra,Mohan Choti,Poonam Dhillon,Utpal Dutt,Jeetendra,Pradeep Kumar,Shreeram Lagoo,Rajendra Nath,",Not Adult,1980,Regular Movie,"Action,Drama",4
3065,tt0316386,Patita,"Shoma Anand,Vikram Makandar,Raj Kiran,Mithun Chakraborty,Shammi,Ram P. Sethi,Raj Mehra,Mac Mohan,C.S. Dubey,Birbal,Ishaq,Viju Khote,Madhup Sharma,Ramesh Deo,",Not Adult,1980,Regular Movie,Drama,4
3066,tt0268407,Khwab,"Yogeeta Bali,Birbal,Mithun Chakraborty,Utpal Dutt,Tarun Ghosh,Ranjeeta Kaur,Ashok Kumar,Sujit Kumar,Subroto Mahapatra,Yunus Parvez,Chaman Puri,Madan Puri,Jagdish Raj,Naseeruddin Shah,",Not Adult,1980,Regular Movie,"Crime,Drama,Romance",4
3067,tt0360718,Kismet,"Mithun Chakraborty,Ranjeeta Kaur,Shakti Kapoor,Om Shivpuri,Urmila Bhatt,T.P. Jain,Asha Sharma,Jalal Agha,Birbal,",Not Adult,1980,Regular Movie,"Action,Family,Musical",5
3068,tt0362057,Pyaara Dushman,"Rakesh Roshan,Vidya Sinha,Yogeeta Bali,Sarika,Kalpana Iyer,Amjad Khan,Master Bhagwan,Dev Kumar,Suresh Oberoi,",Not Adult,1980,Regular Movie,Action,5
3069,tt0156882,Payal Ki Jhankaar,"Alankar Joshi,Roobini,Surinder Kaur,Veena,",Not Adult,1980,Regular Movie,Romance,4
3070,tt0246879,Qurbani,"Feroz Khan,Vinod Khanna,Zeenat Aman,Amjad Khan,Kader Khan,Tun Tun,Aruna Irani,Amrish Puri,Shakti Kapoor,Natasha Chopra,Jagdeep,Mac Mohan,Narendra Nath,Raj Bharti,",Not Adult,1980,Long Movie,"Action,Crime,Drama",4
3071,tt0358020,Phir Wohi Raat,"Rajesh Khanna,Kim,Aruna Irani,Tamanna,Shashikala,Danny Denzongpa,A.K. Hangal,Suresh Oberoi,Lalita Pawar,Om Shivpuri,Shubha Khote,Jagdeep,Mukri,Master Bhagwan,",Not Adult,1980,Regular Movie,"Crime,Horror,Mystery",4
3072,tt0081401,Ram Balram,"Zeenat Aman,Rekha,Ajit,Prem Chopra,Sujit Kumar,Amjad Khan,Helen,Urmila Bhatt,Utpal Dutt,Ranjan,Asit Kumar Sen,Mohan Sherry,Madhup Sharma,Bharat Kapoor,",Not Adult,1980,Long Movie,"Action,Comedy,Crime",4
3073,tt0156014,Red Rose,"Rajesh Khanna,Poonam Dhillon,Aruna Irani,Om Shivpuri,Satyendra Kapoor,Roopesh Kumar,Shammi,Keshto Mukherjee,Shashi Kiran,Ram P. Sethi,Mayur Verma,Ritu Kamal,Madhu Patel,Snehlata,",Not Adult,1980,Regular Movie,"Crime,Romance,Thriller",4
3074,tt0253618,Saboot,"Navin Nischol,Vidya Sinha,Kaajal Kiran,Om Shivpuri,Prem Chopra,Vinod Mehra,Padma Khanna,Rajendra Nath,Paintal,Narendra Nath,Mohan Sherry,Sudhir Dalvi,Amar,Roopesh Kumar,",Not Adult,1980,Regular Movie,Thriller,4
3075,tt0400830,Sitara,"Mithun Chakraborty,Zarina Wahab,Kanhaiyalal Chaturvedi,Agha,Dinesh Thakur,Paintal,T.P. Jain,Mac Mohan,",Not Adult,1980,Regular Movie,"Drama,Family",4
3076,tt0079938,Sparsh,"Shabana Azmi,Naseeruddin Shah,Sudha Chopra,Mohan Gokhale,Pran Talwar,Arun Joglekar,Om Puri,Lakshman Tandon,Tapan Kumar Nandi,Arun Sachdev,Baladutt Sharma,Mukesh Gautam,",Not Adult,1980,Regular Movie,"Drama,Romance",2
3077,tt0081491,Shaan,"Sunil Dutt,Shashi Kapoor,Amitabh Bachchan,Shatrughan Sinha,Rakhee Gulzar,Parveen Babi,Bindiya Goswami,Johnny Walker,Kulbhushan Kharbanda,Mazhar Khan,Helen,Bindu,Padmini Kapila,",Not Adult,1980,Long Movie,"Action,Adventure,Crime",3
3078,tt0358108,Sau Din Saas Ke,"Ashok Kumar,Raj Babbar,Reena Roy,Asha Parekh,Lalita Pawar,Manmohan Krishna,Guddi Maruti,Nilu Phule,Jayshree T.,Deven Verma,Bela Bose,",Not Adult,1980,Regular Movie,Drama,4
3079,tt0158534,The Burning Train,"Dharmendra,Vinod Khanna,Jeetendra,Vinod Mehra,Hema Malini,Parveen Babi,Simi Garewal,Navin Nischol,Danny Denzongpa,Neetu Singh,Sujit Kumar,Ranjeet,Iftekhar,Nasir Hussain,",Not Adult,1980,Regular Movie,"Action,Thriller",3
3080,tt0155238,Takkar,"Sanjeev Kumar,Jeetendra,Zeenat Aman,Jaya Prada,Vinod Mehra,Bindiya Goswami,Ashok Kumar,Kamini Kaushal,Ranjeet,Mac Mohan,Sujit Kumar,Jeevan,Asrani,",Not Adult,1980,Long Movie,Drama,4
3081,tt0081605,Taxi Chor,"Indira Bansal,Master Bhagwan,Abhi Bhattacharya,Bharat Bhushan,Mithun Chakraborty,Chandrashekhar,Dhumal,Jagdeep,Padma Khanna,Sulochana Latkar,Raj Mehra,Keshto Mukherjee,Mukri,Murad,",Not Adult,1980,Regular Movie,"Crime,Thriller",4
3082,tt0081219,The Naxalites,"Jalal Agha,Saleem Christopher Agha,Shehnaz Anand,Tinnu Anand,Mithun Chakraborty,Kamlakar Date,Vishal Deep,Vikrant Dutt,Brij Gopal,Madan Jain,Bijaya Jena,Pinchoo Kapoor,Jawahar Kaul,Imtiaz Khan,",Not Adult,1980,Regular Movie,Drama,4
3083,tt0081624,Thodisi Bewafaii,"Rajesh Khanna,Shabana Azmi,Siddharth,Padmini Kolhapure,Deven Verma,Shreeram Lagoo,A.K. Hangal,Jalal Agha,Shashi Kiran,Raja Bakshi,Urmila Bhatt,Gayatri,Gouri Khurana,Preeti Ganguli,",Not Adult,1980,Regular Movie,Drama,4
3084,tt0388499,Unees-Bees,"Yogeeta Bali,Rita Bhaduri,Urmila Bhatt,Bharat Bhushan,Mithun Chakraborty,Jeevan,Ranjeeta Kaur,Kader Khan,Raj Kishore,Sujit Kumar,Raj Mehra,Ranjeet,Rakesh Roshan,Ram P. Sethi,",Not Adult,1980,Regular Movie,Drama,4
3085,tt0081783,Yari Dushmani,"Sunil Dutt,Reena Roy,Amjad Khan,Daljit Kaur,",Not Adult,1980,Regular Movie,"Action,Drama",5
3086,tt0178177,Aakhri Kasam,"Vinod Mehra,Yogeeta Bali,Kabir Bedi,Priyadarshini,",Not Adult,1979,Regular Movie,"Action,Thriller",4
3087,tt0178210,Aatish,"Jeetendra,Neetu Singh,Dheeraj Kumar,Sujit Kumar,Nirupa Roy,Mukri,Madan Puri,Rinku,",Not Adult,1979,Regular Movie,Action,5
3088,tt0078738,Ahinsa,"Sunil Dutt,Rekha,Ranjeet,Rajendra Nath,Prem Nath,Nirupa Roy,Asrani,Paidi Jairaj,Master Bhagwan,",Not Adult,1979,Regular Movie,"Action,Drama",5
3089,tt0078739,Ahsaas,"Shashi Kapoor,Simi Garewal,Rakesh Bedi,Chand Usmani,Amjad Khan,Bindu,Simple Kapadia,Sunder,Leela Mishra,Yunus Parvez,Dina Pathak,Kiran Vairale,Parvez,Shammi Kapoor,",Not Adult,1979,Regular Movie,"Drama,Romance",4
3090,tt0078761,Amar Deep,"Rajesh Khanna,Vinod Mehra,Shabana Azmi,Deven Verma,Roopesh Kumar,Bindu,Ashok Kumar,Unni Mary,Mithun Chakraborty,Savitri,A.K. Hangal,",Not Adult,1979,Regular Movie,"Drama,Romance",4
3091,tt0252247,Aur Kaun?,"Padmini Kapila,Roopesh Kumar,Madan Puri,Sachin,Vimal Sahu,Ranjani Sharma,",Not Adult,1979,Regular Movie,Horror,4
3092,tt0237021,Bagula Bhagat,"Ashok Kumar,Shatrughan Sinha,Shabana Azmi,Kamini Kaushal,Mehmood Jr.,",Not Adult,1979,Regular Movie,"Action,Thriller",4
3093,tt0157339,Baton Baton Mein,"Amol Palekar,Tina Ambani,Asrani,David Abraham,Leela Mishra,Pearl Padamsee,Tun Tun,Arvind Deshpande,Piloo J. Wadia,Shobhini Singh,Uday Chandra,",Not Adult,1979,Regular Movie,"Comedy,Romance",2
3094,tt2710158,Bhayaanak,"Mithun Chakraborty,Chandrashekhar,Ranjan Grewal,Madan Joshi,Ranjeeta Kaur,Ravi Kumar,Sadhu Meher,Nilu Phule,Jagdish Raj,Shashi Ranjan,Reena Roy,Sharat Saxena,Om Shivpuri,",Not Adult,1979,Regular Movie,Horror,4
3095,tt0379253,Dhongee,"Randhir Kapoor,Neetu Singh,Asrani,Farida Jalal,Sujit Kumar,Prem Nath,Satyendra Kapoor,Sajjan,Raj Mehra,Leena Das,Rajan Haksar,Ram Mohan,Habib,Randhir,",Not Adult,1979,Regular Movie,"Action,Comedy,Drama",4
3096,tt0315292,Bin Phere Hum Tere,"Asha Parekh,Vinod Mehra,Sarika,Nazneen,Kamal Kapoor,Jankidas,C.S. Dubey,Kuthiravattam Pappu,Mushtaq Merchant,Jagdish Raj,Johnny Whisky,Dr. Datta,Salim,Nadira,",Not Adult,1979,Regular Movie,"Drama,Family",4
3097,tt0231416,Dada,"Vinod Mehra,Bindiya Goswami,Jeevan,Amjad Khan,Jagdeep,Raza Murad,Shashi Puri,Madhu Malini,",Not Adult,1979,Regular Movie,"Action,Drama,Family",5
3098,tt0215717,Dil Kaa Heera,"Dharmendra,Hema Malini,Sachin,Abhi Bhattacharya,Prakash Gill,Nandita Bose,Master Sandeep,Agha,Pinchoo Kapoor,Brahmachari,Satyendra Kapoor,Jagdish Raj,Jatin Khanna,Gurbachan Singh,",Not Adult,1979,Regular Movie,Drama,4
3099,tt0157545,Do Ladke Dono Kadke,"Navin Nischol,Amol Palekar,Moushumi Chatterjee,Asrani,Keshto Mukherjee,Iftekhar,Ranjeet,Prema Narayan,Dina Pathak,Nilu Phule,Mithu Mukherjee,",Not Adult,1979,Regular Movie,"Comedy,Crime,Drama",4
3100,tt0367661,Do Shikaari,"Vinod Khanna,Rekha,Biswajit Chatterjee,Amjad Khan,Joginder Shelly,",Not Adult,1979,Regular Movie,"Action,Adventure,Drama",4
3101,tt0156485,Dooriyaan,"Uttam Kumar,Sharmila Tagore,Shreeram Lagoo,",Not Adult,1979,Regular Movie,"Drama,Family",4
3102,tt0357621,Duniya Meri Jeb Mein,"Shashi Kapoor,Rishi Kapoor,Neetu Singh,Keshto Mukherjee,",Not Adult,1979,Regular Movie,"Action,Thriller",4
3103,tt0214707,Gautam Govinda,"Shashi Kapoor,Shatrughan Sinha,Moushumi Chatterjee,Vijay Arora,Aruna Irani,Nirupa Roy,Reena Roy,Viju Khote,Mukri,Birbal,Manmauji,Jugnu,Om Shivpuri,Raju Shrestha,",Not Adult,1979,Regular Movie,"Action,Crime,Drama",4
3104,tt0324977,Alavuddinum Athbutha Vilakkum,"Kamal Haasan,Rajinikanth,Jayabharati,Sripriya,Gemini Ganesan,",Not Adult,1979,Regular Movie,"Adventure,Drama,Fantasy",4
3105,tt0079221,Gol Maal,"Amol Palekar,Bindiya Goswami,Deven Verma,Shubha Khote,Manju Singh,Dina Pathak,Pushpa,David Abraham,Yunus Parvez,Utpal Dutt,Ashwani,Harish Magon,Bhola,Amol Sen,",Not Adult,1979,Regular Movie,"Comedy,Romance",1
3106,tt0165805,Gopal Krishna,"Sachin,Zarina Wahab,Manher Desai,Master Sandeep,Rita Bhaduri,Jeevan,",Not Adult,1979,Regular Movie,Fantasy,4
3107,tt0079236,The Great Gambler,"Amitabh Bachchan,Zeenat Aman,Neetu Singh,Prem Chopra,Utpal Dutt,Madan Puri,Om Shivpuri,Iftekhar,Sujit Kumar,Roopesh Kumar,Helen,Madhu Malhotra,Jagdish Raj,Keshav Rana,",Not Adult,1979,Regular Movie,"Action,Crime,Romance",4
3108,tt0156581,Griha Pravesh,"Sanjeev Kumar,Sharmila Tagore,Sarika,Master Bittoo,Sudha Chopra,Manik Dutt,Vimal Joshi,Rajan Verma,Nandlal Sharma,R.S. Chopra,Satya Banerjee,Shashi Jain,Tarun Mukherjee,Nilesh,",Not Adult,1979,Regular Movie,Drama,2
3109,tt0079263,Hamare Tumhare,"Sanjeev Kumar,Rakhee Gulzar,Amjad Khan,Prem Krishan,Radhika Sarathkumar,Mehmood,Shubha Khote,Asrani,Gayatri,Rakesh Bedi,Anil Kapoor,Pucky Ali,Lucky Ali,Baby Pinky,",Not Adult,1979,Regular Movie,Family,4
3110,tt0242504,Har Har Gange,"Neera,Ashish Kumar,Anjana Mumtaz,Vikram Gokhale,Jayshree Gadkar,Jeevan,",Not Adult,1979,Regular Movie,"Adventure,Drama,Fantasy",4
3111,tt0426016,Heera-Moti,"Shatrughan Sinha,Reena Roy,Danny Denzongpa,Bindu,Ajit,Om Shivpuri,Anwar Hussain,Dev Kumar,Narendra Nath,Randhir,Master Bhagwan,Shetty,",Not Adult,1979,Regular Movie,Action,5
3112,tt0378071,Hum Tere Ashiq Hain,"Jeetendra,Hema Malini,Amjad Khan,Shreeram Lagoo,Om Shivpuri,Sujit Kumar,Sheetal,Keshto Mukherjee,Arvind Trivedi,Birbal,Ram P. Sethi,Jankidas,Mac Mohan,Paro,",Not Adult,1979,Regular Movie,Drama,4
3113,tt0283417,Jaan-E-Bahaar,"Asrani,Manju Asrani,Master Bhagwan,Kanhaiyalal Chaturvedi,Jagdeep,Pinchoo Kapoor,Padma Khanna,Viju Khote,Mehmood Jr.,Indrani Mukherjee,Paintal,Lalita Pawar,Madan Puri,Sachin,",Not Adult,1979,Regular Movie,"Drama,Family,Romance",4
3114,tt0079355,Jaani Dushman,"Sunil Dutt,Sanjeev Kumar,Shatrughan Sinha,Vinod Mehra,Vikram Makandar,Prem Nath,Rekha,Reena Roy,Neetu Singh,Bindiya Goswami,Sarika,Yogeeta Bali,Neeta Mehta,Aruna Irani,",Not Adult,1979,Long Movie,"Action,Horror,Mystery",4
3115,tt0357809,Janta Hawaldar,"Rajesh Khanna,Ashok Kumar,Yogeeta Bali,Mehmood,Hema Malini,Lalita Pawar,Narendra Nath,Kanhaiyalal Chaturvedi,Shailendra Singh,Shobhna Samarth,Leela Chitnis,Dhumal,Mohan Choti,Coca Cola,",Not Adult,1979,Regular Movie,"Crime,Drama,Romance",4
3116,tt0079364,Jeena Yahan,"Shekhar Kapur,Shabana Azmi,Dina Pathak,Sunder,Purohit,Devendra Khandelwal,Kiran Vairale,V.K. Pathak,Amol Palekar,Zarina Wahab,",Not Adult,1979,Regular Movie,Drama,4
3117,tt0386556,Jhoota Kahin Ka,"Rishi Kapoor,Neetu Singh,",Not Adult,1979,Regular Movie,"Comedy,Drama,Romance",4
3118,tt0079382,Jurmana,"Rakhee Gulzar,Amitabh Bachchan,Shreeram Lagoo,Vinod Mehra,Asrani,Farida Jalal,Asit Kumar Sen,Keshto Mukherjee,Manju Asrani,Yunus Parvez,Minaxi Anand,Ahmer Azmi,Rahul Dev,Jagjit Uppal,",Not Adult,1979,Regular Movie,"Drama,Family",4
3119,tt0079386,Kaala Patthar,"Amitabh Bachchan,Shashi Kapoor,Shatrughan Sinha,Rakhee Gulzar,Parveen Babi,Neetu Singh,Parikshat Sahni,Prem Chopra,Romesh Sharma,Poonam Dhillon,Manmohan Krishna,Madan Puri,Iftekhar,Sudha Chopra,",Not Adult,1979,Long Movie,"Action,Drama,History",1
3120,tt0359544,Kartavya,"Dharmendra,Rekha,Nirupa Roy,Aruna Irani,Utpal Dutt,Vinod Mehra,Ranjeet,Prakash Gill,",Not Adult,1979,Long Movie,"Action,Drama",4
3121,tt0381313,Khandaan,"Jeetendra,Sulakshana Pandit,Bindiya Goswami,Rakesh Roshan,Nirupa Roy,Bindu,Sujit Kumar,A.K. Hangal,Raj Kishore,Rajan Haksar,Jankidas,Dina Pathak,Pinchoo Kapoor,Dinesh Hingoo,",Not Adult,1979,Regular Movie,"Drama,Romance",4
3122,tt0151285,Lahu Ke Do Rang,"Vinod Khanna,Shabana Azmi,Danny Denzongpa,Helen,Ranjeet,Shammi,Prema Narayan,Mac Mohan,Indrani Mukherjee,Goga Kapoor,Mohan Sherry,Rajan Haksar,R.S. Chopra,Vandna Shashtri,",Not Adult,1979,Regular Movie,"Action,Drama",4
3123,tt0260144,Lok Parlok,"Agha,Aparna,Vijaya Bhanu,Manju Bhargavi,Rajan Haksar,Jayamalini,Jeetendra,Amjad Khan,N. Salim Khan,Padma Khanna,Pradeep Kumar,Roopesh Kumar,Prem Nath,Pandharibai,",Not Adult,1979,Regular Movie,"Action,Comedy,Drama",4
3124,tt0359634,Maan Apmaan,"Sanjeev Kumar,Sushma Shiromani,Usha Solanki,Amar Raj,Mohan Chandola,Aruna Rai,Neelam,S.P. Menghani,Shammi,Madhukar Apte,Jayshree T.,",Not Adult,1979,Regular Movie,Drama,5
3125,tt0157958,Magroor,"Shatrughan Sinha,Vidya Sinha,Prem Nath,Shreeram Lagoo,Helen,Jagdish Raj,Nadira,",Not Adult,1979,Regular Movie,Action,4
3126,tt0079526,Manzil,"Amitabh Bachchan,Moushumi Chatterjee,Rakesh Pandey,Satyendra Kapoor,A.K. Hangal,Urmila Bhatt,C.S. Dubey,Praveen Paul,Sunder,Anwar Ali,Sushil Bhatnagar,Sanjay,Lalita Pawar,",Not Adult,1979,Regular Movie,"Drama,Family,Romance",4
3127,tt0081147,Meera,"Hema Malini,Vinod Khanna,Shammi Kapoor,Shreeram Lagoo,Om Shivpuri,A.K. Hangal,Bharat Bhushan,Dina Pathak,Shahu Modak,Dinesh Thakur,T.P. Jain,Sudha Chopra,Amjad Khan,Vidya Sinha,",Not Adult,1979,Long Movie,"Drama,History",4
3128,tt0378350,Meri Biwi Ki Shaadi,"Amol Palekar,Ranjeeta Kaur,Ashok Saraf,",Not Adult,1979,Regular Movie,"Comedy,Drama",4
3129,tt0079584,Mr. Natwarlal,"Amitabh Bachchan,Rekha,Ajit,Kader Khan,Rajni Sharma,Indrani Mukherjee,Satyendra Kapoor,Iftekhar,Yunus Parvez,Gurbachan Singh,Vikas Anand,Goga Kapoor,Hiralal,Veeru Devgan,",Not Adult,1979,Regular Movie,"Action,Comedy,Romance",3
3130,tt0079589,Muqabla,"Sunil Dutt,Shatrughan Sinha,Rajesh Khanna,Reena Roy,Bindiya Goswami,Shreeram Lagoo,Prem Nath,Rekha,Om Shivpuri,Jeetendranath,Sulochana Latkar,Ram Soni,Madan Puri,Manmohan Krishna,",Not Adult,1979,Regular Movie,"Action,Adventure,Drama",4
